School_No,School_Name,Education_Sector,School_Type,Address_Line_1,Address_Town,Address_Postcode,Region,Area,LGA_Name,X,Y,Distance_km_from_Melbourne_Connect,Map_Category_Sector,Map_Category_Type,Map_Category_Area,Map_Category_Suburb,Website_For_Popup,Logo_Image_URL,Logo_Status_For_Popup
1259,Woori Yallock Primary School,Government,Primary,1360 Healesville Road,Woori Yallock,3139,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.5326881,-37.77737209,50.01,Government,Primary,Outer Eastern Melbourne,Woori Yallock,,,
1868,Worawa Aboriginal College,Independent,Special,60 - 80 Barak Lane,Healesville,3777,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.5092164,-37.68452365,49.61,Independent,Special,Outer Eastern Melbourne,Healesville,,,
956,Yarra Glen Primary School,Government,Primary,35 Symonds Street,Yarra Glen,3775,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.372413,-37.649705,39.60,Government,Primary,Outer Eastern Melbourne,Yarra Glen,,,
8815,Yarra Hills Secondary College,Government,Secondary,16 Reay Road,Mooroolbark,3138,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.316184,-37.78934,30.94,Government,Secondary,Outer Eastern Melbourne,Mooroolbark,,,
3216,Yarra Junction Primary School,Government,Primary,2370 Warburton Highway,Yarra Junction,3797,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.6060798,-37.779029,56.44,Government,Primary,Outer Eastern Melbourne,Yarra Junction,,,
5246,Yarra Ranges Special Developmental School,Government,Special,20 Burdap Drive,Mount Evelyn,3796,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.384871,-37.77502297,37.06,Government,Special,Outer Eastern Melbourne,Mount Evelyn,,,
4219,Yarra Road Primary School,Government,Primary,222 - 228 Yarra Road,Croydon North,3136,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Maroondah (C),145.272227,-37.766401,27.32,Government,Primary,Outer Eastern Melbourne,Croydon North,,,
1658,Yarra Valley Grammar,Independent,Pri/Sec,Kalinda Road,Ringwood,3134,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Maroondah (C),145.258164,-37.783701,25.89,Independent,Pri/Sec,Outer Eastern Melbourne,Ringwood,,,
1034,Yering Primary School,Government,Primary,22-24 Melba Highway,Yering,3770,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,Yarra Ranges (S),145.3822185,-37.7053494,38.22,Government,Primary,Outer Eastern Melbourne,Yering,,,
8874,Alkira Secondary College,Government,Secondary,15 Nurture Avenue,Cranbourne North,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.308716,-38.073127,42.83,Government,Secondary,Southern Melbourne,Cranbourne North,,,
5536,Athol Road Primary School,Government,Primary,159-167 Athol Road,Springvale South,3172,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.149968,-37.971049,25.04,Government,Primary,Southern Melbourne,Springvale South,,,
5560,Barton Primary School,Government,Primary,90 Everlasting Boulevard,Cranbourne West,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.239024,-38.114975,42.50,Government,Primary,Southern Melbourne,Cranbourne West,,,
5421,Bayles Regional Primary School,Government,Primary,3730 Ballarto Road,Bayles,3981,SOUTH-EASTERN VICTORIA,Southern Melbourne,Cardinia (S),145.566026,-38.176037,67.29,Government,Primary,Southern Melbourne,Bayles,,,
1855,Beaconhills College,Independent,Pri/Sec,30-34 Toomuc Valley Road,Pakenham,3810,SOUTH-EASTERN VICTORIA,Southern Melbourne,Cardinia (S),145.467319,-38.061898,52.86,Independent,Pri/Sec,Southern Melbourne,Pakenham,,,
3033,Beaconsfield Primary School,Government,Primary,79 Old Princes Highway,Beaconsfield,3807,SOUTH-EASTERN VICTORIA,Southern Melbourne,Cardinia (S),145.3716379,-38.04862904,45.17,Government,Primary,Southern Melbourne,Beaconsfield,,,
2560,Beaconsfield Upper Primary School,Government,Primary,40 Stoney Creek Road,Beaconsfield Upper,3808,SOUTH-EASTERN VICTORIA,Southern Melbourne,Cardinia (S),145.414758,-37.995404,45.10,Government,Primary,Southern Melbourne,Beaconsfield Upper,,,
2018,Berry Street Victoria Inc,Independent,Special,17 Cranbourne Road,Narre Warren,3805,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.305751,-38.030255,39.40,Independent,Special,Southern Melbourne,Narre Warren,,,
5503,Berwick Chase Primary School,Government,Primary,72 Viewgrand Drive,Berwick,3806,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.346961,-38.067433,44.83,Government,Primary,Southern Melbourne,Berwick,,,
5305,Berwick Fields Primary School,Government,Primary,35 Gwendoline Drive,Berwick,3806,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.3343892,-38.04874134,42.64,Government,Primary,Southern Melbourne,Berwick,,,
5213,Berwick Lodge Primary School,Government,Primary,139-145 Mansfield Street,Berwick,3806,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.327431,-38.031142,40.92,Government,Primary,Southern Melbourne,Berwick,,,
40,Berwick Primary School,Government,Primary,37 Fairholme Boulevard,Berwick,3806,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.354417,-38.044094,43.67,Government,Primary,Southern Melbourne,Berwick,,,
7603,Berwick Secondary College,Government,Secondary,65-69 Manuka Road,Berwick,3806,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.365438,-38.031398,43.59,Government,Secondary,Southern Melbourne,Berwick,,,
5224,Botanic Ridge Primary School,Government,Primary,10 Echidna Parade,Botanic Ridge,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.288045,-38.150071,48.16,Government,Primary,Southern Melbourne,Botanic Ridge,,,
5308,Brentwood Park Primary School,Government,Primary,Bemersyde Drive,Berwick,3806,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.347768,-38.052983,43.84,Government,Primary,Southern Melbourne,Berwick,,,
5563,Bridgewood Primary School,Government,Primary,115 Bridge Road,Officer,3809,SOUTH-EASTERN VICTORIA,Southern Melbourne,Cardinia (S),145.419662,-38.071946,50.09,Government,Primary,Southern Melbourne,Officer,,,
2229,Bunyip Primary School,Government,Primary,1290 Nar Nar Goon - Longwarry Road,Bunyip,3815,SOUTH-EASTERN VICTORIA,Southern Melbourne,Cardinia (S),145.712509,-38.09884,73.54,Government,Primary,Southern Melbourne,Bunyip,,,
3689,Cardinia Primary School,Government,Primary,2405 Ballarto Road,Cardinia,3978,SOUTH-EASTERN VICTORIA,Southern Melbourne,Cardinia (S),145.423771,-38.145803,55.68,Government,Primary,Southern Melbourne,Cardinia,,,
5435,Carwatha College P-12,Government,Pri/Sec,43-81 Browns Road,Noble Park,3174,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.188726,-37.942845,25.30,Government,Pri/Sec,Southern Melbourne,Noble Park,,,
5570,Casey Fields Primary School,Government,Primary,Chapelton Road,Cranbourne East,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.298408,-38.120139,46.09,Government,Primary,Southern Melbourne,Cranbourne East,,,
1942,Casey Grammar School,Independent,Pri/Sec,3 New Holland Drive,Cranbourne East,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.2928988,-38.11029539,44.94,Independent,Pri/Sec,Southern Melbourne,Cranbourne East,,,
5231,Chalcot Lodge Primary School,Government,Primary,15A Primrose Hill Close,Endeavour Hills,3802,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.247698,-37.969731,31.21,Government,Primary,Southern Melbourne,Endeavour Hills,,,
5533,Chandler Park Primary School,Government,Primary,Cochrane Avenue,Keysborough,3173,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.180477,-37.992396,28.58,Government,Primary,Southern Melbourne,Keysborough,,,
5588,Clyde Creek Primary School,Government,Primary,40 Eliston Avenue,Clyde,3978,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.331547,-38.122987,48.22,Government,Primary,Southern Melbourne,Clyde,,,
2228,Clyde Grammar,Independent,Primary,110 Smiths Lane,Clyde North,3978,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.378764,-38.106015,49.78,Independent,Primary,Southern Melbourne,Clyde North,,,
3664,Clyde Primary School,Government,Primary,13 Oroya Grove,Clyde,3978,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.326386,-38.132323,48.71,Government,Primary,Southern Melbourne,Clyde,,,
7086,Clyde Secondary College,Government,Secondary,21 Fernlea Homestead Road,Clyde,3978,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.338863,-38.129547,49.20,Government,Secondary,Southern Melbourne,Clyde,,,
1996,Columba Catholic School,Catholic,Primary,28-36 Hope Street,Bunyip,3815,SOUTH-EASTERN VICTORIA,Southern Melbourne,Cardinia (S),145.715864,-38.093263,73.52,Catholic,Primary,Southern Melbourne,Bunyip,,,
5292,Coral Park Primary School,Government,Primary,145 Coral Drive,Hampton Park,3976,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.274352,-38.043846,38.40,Government,Primary,Southern Melbourne,Hampton Park,,,
2076,Cornish College,Independent,Pri/Sec,65 Riverend Road,Bangholme,3175,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.148761,-38.049197,32.08,Independent,Pri/Sec,Southern Melbourne,Bangholme,,,
5371,Courtenay Gardens Primary School,Government,Primary,35 Rosebank Drive,Cranbourne North,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.28345,-38.080122,41.87,Government,Primary,Southern Melbourne,Cranbourne North,,,
5510,Cranbourne Carlisle Primary School,Government,Primary,15 Silky Oak Drive,Cranbourne,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.289059,-38.087532,42.81,Government,Primary,Southern Melbourne,Cranbourne,,,
5518,Cranbourne East Primary School,Government,Primary,2 Bowyer Avenue,Cranbourne East,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.304437,-38.106281,45.26,Government,Primary,Southern Melbourne,Cranbourne East,,,
8898,Cranbourne East Secondary College,Government,Secondary,50 Stately Drive,Cranbourne East,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.306027,-38.10494,45.24,Government,Secondary,Southern Melbourne,Cranbourne East,,,
4887,Cranbourne Park Primary School,Government,Primary,1 Tucker Street,Cranbourne,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.277745,-38.104064,43.56,Government,Primary,Southern Melbourne,Cranbourne,,,
2068,Cranbourne Primary School,Government,Primary,Bakewell Street,Cranbourne,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.287849,-38.111863,44.79,Government,Primary,Southern Melbourne,Cranbourne,,,
7747,Cranbourne Secondary College,Government,Secondary,Stawell Street,Cranbourne,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.286136,-38.107591,44.33,Government,Secondary,Southern Melbourne,Cranbourne,,,
4755,Cranbourne South Primary School,Government,Primary,239 Pearcedale Road,Cranbourne South,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.245062,-38.147944,45.84,Government,Primary,Southern Melbourne,Cranbourne South,,,
5189,Cranbourne West Primary School,Government,Primary,110 Duff Street,Cranbourne,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.267723,-38.102713,42.90,Government,Primary,Southern Melbourne,Cranbourne,,,
7748,Cranbourne West Secondary College,Government,Secondary,80 Strathlea Drive,Cranbourne West,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.246512,-38.10672,42.13,Government,Secondary,Southern Melbourne,Cranbourne West,,,
8858,Dandenong High School,Government,Secondary,92-106 Princes Highway,Dandenong,3175,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.209011,-37.979418,29.30,Government,Secondary,Southern Melbourne,Dandenong,,,
4723,Dandenong North Primary School,Government,Primary,117-125 Cleeland Street,Dandenong,3175,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.214468,-37.976641,29.45,Government,Primary,Southern Melbourne,Dandenong,,,
1403,Dandenong Primary School,Government,Primary,174-182 Foster Street,Dandenong,3175,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.219821,-37.987917,30.64,Government,Primary,Southern Melbourne,Dandenong,,,
1975,Dandenong Ranges Steiner School,Independent,Primary,11c Duffys Road,Emerald,3782,SOUTH-EASTERN VICTORIA,Southern Melbourne,Cardinia (S),145.388212,-37.959759,41.22,Independent,Primary,Southern Melbourne,Emerald,,,
4810,Dandenong South Primary School,Government,Primary,52 Kirkham Road,Dandenong,3175,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.2114331,-37.99895163,30.97,Government,Primary,Southern Melbourne,Dandenong,,,
5238,Dandenong Valley Special Developmental School,Government,Special,19-21 Victoria Road,Narre Warren,3805,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.2959991,-38.00759964,37.14,Government,Special,Southern Melbourne,Narre Warren,,,
4217,Dandenong West Primary School,Government,Primary,32 Birdwood Avenue,Dandenong,3175,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.200416,-37.980741,28.86,Government,Primary,Southern Melbourne,Dandenong,,,
3924,Devon Meadows Primary School,Government,Primary,50 Worthing Road,Devon Meadows,3977,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.301384,-38.162026,49.92,Government,Primary,Southern Melbourne,Devon Meadows,,,
1832,Don Bosco School,Catholic,Primary,496 Princes Highway,Narre Warren,3805,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.315012,-38.025966,39.72,Catholic,Primary,Southern Melbourne,Narre Warren,,,
8905,Doveton College,Government,Pri/Sec,62 Tristania Street,Doveton,3177,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.243173,-37.989449,32.28,Government,Pri/Sec,Southern Melbourne,Doveton,,,
8224,Edenbrook Secondary College,Government,Secondary,133 Henry Road,Pakenham,3810,SOUTH-EASTERN VICTORIA,Southern Melbourne,Cardinia (S),145.444017,-38.078267,52.22,Government,Secondary,Southern Melbourne,Pakenham,,,
4918,Emerson School,Government,Special,1430 Heatherton Road,Dandenong,3175,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.208098,-37.969865,28.53,Government,Special,Southern Melbourne,Dandenong,,,
5590,Endeavour Hills Specialist School,Government,Special,12-38 Amalfi Drive,Endeavour Hills,3802,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.243883,-37.978894,31.58,Government,Special,Southern Melbourne,Endeavour Hills,,,
4407,Fleetwood Primary School,Government,Primary,97 Fleetwood Drive,Narre Warren,3805,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.318095,-38.039305,40.87,Government,Primary,Southern Melbourne,Narre Warren,,,
5072,Fountain Gate Primary School,Government,Primary,7-21 Prospect Hill Road,Narre Warren,3805,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.2951998,-38.0094246,37.21,Government,Primary,Southern Melbourne,Narre Warren,,,
8870,Fountain Gate Secondary College,Government,Secondary,45 Josephine Avenue,Narre Warren,3805,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.2953788,-38.00528163,36.94,Government,Secondary,Southern Melbourne,Narre Warren,,,
2724,Garfield Primary School,Government,Primary,84 Railway Avenue,Garfield,3814,SOUTH-EASTERN VICTORIA,Southern Melbourne,Cardinia (S),145.674153,-38.090563,70.13,Government,Primary,Southern Melbourne,Garfield,,,
8869,Gleneagles Secondary College,Government,Secondary,58 Reema Boulevard,Endeavour Hills,3802,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.276556,-37.974606,33.58,Government,Secondary,Southern Melbourne,Endeavour Hills,,,
5385,Grayling Primary School,Government,Primary,25 Ferdinand Drive,Clyde North,3978,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.372834,-38.082729,47.66,Government,Primary,Southern Melbourne,Clyde North,,,
1191,Haileybury College,Independent,Pri/Sec,855 Springvale Rd,Keysborough,3173,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.14643,-37.995979,27.01,Independent,Pri/Sec,Southern Melbourne,Keysborough,,,
244,Hallam Primary School,Government,Primary,24 Harmer Road,Hallam,3803,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.258244,-38.001759,34.18,Government,Primary,Southern Melbourne,Hallam,,,
8868,Hallam Secondary College,Government,Secondary,74-84 Frawley Road,Hallam,3803,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.261185,-38.000196,34.26,Government,Secondary,Southern Melbourne,Hallam,,,
4062,Hampton Park Primary School,Government,Primary,32 Somerville Road,Hampton Park,3976,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.252893,-38.030413,36.01,Government,Primary,Southern Melbourne,Hampton Park,,,
8709,Hampton Park Secondary College,Government,Secondary,58 - 96 Fordholm Road,Hampton Park,3976,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.259884,-38.034862,36.79,Government,Secondary,Southern Melbourne,Hampton Park,,,
2106,Harkaway Hills College,Independent,Pri/Sec,420-432 Belgrave-Hallam Road,Narre Warren North,3804,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.31587,-37.977493,36.62,Independent,Pri/Sec,Southern Melbourne,Narre Warren North,,,
1697,Harkaway Primary School,Government,Primary,65-67 King Road,Harkaway,3806,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.345173,-38.00085317,40.19,Government,Primary,Southern Melbourne,Harkaway,,,
4730,Harrisfield Primary School,Government,Primary,495 Princes Hwy,Noble Park,3174,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.179896,-37.954443,25.55,Government,Primary,Southern Melbourne,Noble Park,,,
4802,Heatherhill Primary School,Government,Primary,959 Heatherton Road,Springvale,3171,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.158148,-37.962648,24.82,Government,Primary,Southern Melbourne,Springvale,,,
1511,Heritage College,Independent,Pri/Sec,333 Centre Road,Narre Warren South,3805,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.316519,-38.050215,41.57,Independent,Pri/Sec,Southern Melbourne,Narre Warren South,,,
1848,Hillcrest Christian College,Independent,Pri/Sec,500 Soldiers Road,Clyde North,3978,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.363801,-38.084681,47.21,Independent,Pri/Sec,Southern Melbourne,Clyde North,,,
5482,Hillsmeade Primary School,Government,Primary,82S The Promenade,Narre Warren South,3805,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.307463,-38.06472,42.09,Government,Primary,Southern Melbourne,Narre Warren South,,,
2102,Hoa Nghiem Primary School,Independent,Primary,442 - 448 Springvale Road,Springvale South,3172,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.1487888,-37.96694215,24.62,Independent,Primary,Southern Melbourne,Springvale South,,,
1607,Holy Family School,Catholic,Primary,100 Power Road,Doveton,3177,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.238629,-37.990496,32.06,Catholic,Primary,Southern Melbourne,Doveton,,,
5136,James Cook Primary School,Government,Primary,29-59 James Cook Drive,Endeavour Hills,3802,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.245853,-37.979065,31.72,Government,Primary,Southern Melbourne,Endeavour Hills,,,
5561,John Henry Primary School,Government,Primary,141 Henry Road,Pakenham,3810,SOUTH-EASTERN VICTORIA,Southern Melbourne,Cardinia (S),145.442805,-38.077539,52.08,Government,Primary,Southern Melbourne,Pakenham,,,
8421,Kambrya College,Government,Secondary,68 Bemersyde Drive,Berwick,3806,SOUTH-EASTERN VICTORIA,Southern Melbourne,Casey (C),145.34741,-38.05368819,43.87,Government,Secondary,Southern Melbourne,Berwick,,,
5572,Keysborough Gardens Primary School,Government,Primary,10 Homeleigh Road,Keysborough,3173,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.161324,-38.009508,29.00,Government,Primary,Southern Melbourne,Keysborough,,,
5534,Keysborough Primary School,Government,Primary,33 Coomoora Road,Springvale South,3172,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.152418,-37.982629,26.16,Government,Primary,Southern Melbourne,Springvale South,,,
8867,Keysborough Secondary College,Government,Secondary,8-20 Janine Road,Springvale South,3172,SOUTH-EASTERN VICTORIA,Southern Melbourne,Greater Dandenong (C),145.159839,-37.967017,25.28,Government,Secondary,Southern Melbourne,Springvale South,,,
